"","x"
"2562",10.40987464
"2563",8.723167239
"2564",8.371483117
"2565",8.954617568
"2566",4.15804989
"2567",10.27044882
"2568",10.87002911
"2569",6.76255227
"2570",9.029092216
"2571",5.760131462
"2572",10.29042888
"2573",9.623110392
"2574",9.023395984
"2575",10.63852567
"2576",8.215795239
"2577",10.73319074
"2578",10.71988593
"2579",10.63458306
"2580",10.09186588
"2581",10.3396526
"2582",7.384122372
"2583",11.90677184
"2584",12.20357093
"2585",11.68353615
"2586",8.922423952
"2587",13.31783952
"2588",6.406405627
"2589",11.69484757
"2590",9.81009117
"2591",7.669002059
"2592",6.121652905
"2593",7.50612562
"2594",10.45191807
"2595",8.970714771
"2596",10.51270919
"2597",5.629681689
"2598",13.01038312
"2599",7.747811891
"2600",7.567433903
"2601",8.556397856
"2602",9.414604683
"2603",10.42714881
"2604",11.15558333
"2605",11.80374592
"2606",11.04380242
"2607",11.02352395
"2608",8.655133624
"2609",8.856401814
"2610",9.105598405
"2611",8.391071408
"2612",14.49923165
"2613",8.265473319
"2614",13.011932
"2615",14.11423213
"2616",7.880252122
"2617",8.447058842
"2618",11.36812063
"2619",10.17323897
"2620",8.189463812
"2621",9.086731469
"2622",11.64757661
"2623",8.304605725
"2624",8.473787602
"2625",10.12444853
"2626",10.28898224
"2627",9.705001644
"2628",5.122024116
"2629",12.73325637
"2630",7.296581145
"2631",11.42615784
"2632",9.838527952
"2633",8.072087897
"2634",12.04100486
"2635",6.842480879
"2636",9.910443977
"2637",9.019668951
"2638",7.691362847
"2639",11.88254537
"2640",8.886683022
"2641",9.169977674
"2642",8.625036378
"2643",7.341811384
"2644",7.404029953
"2645",9.768076848
"2646",9.30526416
"2647",9.329860599
"2648",7.145333778
"2649",9.60424218
"2650",11.88700543
"2651",14.27349255
"2652",8.638610906
"2653",13.71588237
"2654",6.701106443
"2655",12.94579134
"2656",9.301472398
"2657",9.488260278
"2658",10.27068951
"2659",6.481879738
"2660",8.435672135
"2661",9.521243463
"2662",8.957369636
"2663",11.09701524
"2664",6.468797451
"2665",9.83700752
"2666",6.698933488
"2667",7.590533393
"2668",8.790217293
"2669",8.492346757
"2670",11.13274874
"2671",8.160754165
"2672",8.735089018
"2673",10.2544258
"2674",10.9047721
"2675",6.776105749
"2676",9.309333647
"2677",8.208989829
"2678",7.411937976
"2679",12.30472914
"2680",10.64968873
"2681",8.553189023
"2682",11.50200704
"2683",8.560822605
"2684",12.99673117
"2685",7.386576305
"2686",8.4483424
"2687",6.690181494
"2688",7.964304671
"2689",8.326238443
"2690",10.41489104
"2691",10.96248675
"2692",10.7734079
"2693",8.066541933
"2694",9.742985971
"2695",10.07290616
"2696",10.02958048
"2697",10.93153728
"2698",8.417764453
"2699",11.54108553
"2700",9.024662616
"2701",6.118750592
"2702",11.64789265
"2703",8.898992311
"2704",10.42551057
"2705",11.23885376
"2706",12.69765512
"2707",9.05914871
"2708",7.832669481
"2709",7.829642592
"2710",8.393834192
"2711",12.68357528
"2712",12.25611321
"2713",7.264635062
"2714",4.911637192
"2715",10.34935231
"2716",10.46422316
"2717",5.997989478
"2718",7.618405284
"2719",11.71632628
"2720",11.11043584
"2721",8.62296887
"2722",6.214827737
"2723",8.750332932
"2724",10.22982575
"2725",12.32592715
"2726",8.576220456
"2727",9.832077348
"2728",5.282837395
"2729",9.068301505
"2730",7.473351214
"2731",12.79579581
"2732",8.704163753
"2733",7.750976086
"2734",9.741642796
"2735",8.208264929
"2736",8.854020507
"2737",8.014325879
"2738",5.103337154
"2739",7.013326427
"2740",7.123908871
"2741",6.63915464
"2742",9.161232675
"2743",8.679019153
"2744",9.462482395
"2745",10.71939714
"2746",12.2016585
"2747",9.187779922
"2748",10.68582584
"2749",14.59565508
"2750",12.0210996
"2751",9.991791625
"2752",8.637483409
"2753",8.012819725
"2754",9.544021473
"2755",10.64993915
"2756",7.921441731
"2757",6.669379198
"2758",6.914909517
"2759",8.165139427
"2760",7.098712502
"2761",5.195089743
"2762",9.43279328
"2763",11.35667951
"2764",12.20880571
"2765",8.243461435
"2766",8.645711138
"2767",11.09761553
"2768",12.2553943
"2769",6.31006917
"2770",12.47780863
"2771",9.249934796
"2772",13.81544153
"2773",10.34898719
"2774",9.254247878
"2775",11.13190138
"2776",11.09980367
"2777",10.28402498
"2778",10.86529265
"2779",12.85005234
"2780",8.375168853
"2781",9.667173483
"2782",9.618464235
"2783",7.500364234
"2784",8.375629924
"2785",8.866786209
"2786",7.676608122
"2787",8.000166617
"2788",9.752651975
"2789",7.937078862
"2790",9.239064238
"2791",9.283342251
"2792",11.93590395
"2793",11.61922061
"2794",8.826923327
"2795",9.45845753
"2796",11.13561516
"2797",11.16237279
"2798",11.31943982
"2799",10.26401401
"2800",8.120073947
"2801",9.751157034
"2802",8.247041468
"2803",10.72216331
"2804",4.084645326
"2805",12.99091976
"2806",8.89441868
"2807",10.5509293
"2808",10.8756176
"2809",9.856388849
"2810",12.8468546
"2811",7.963574429
"2812",11.70949851
"2813",13.50941076
"2814",7.161467568
"2815",10.29602797
"2816",9.367321783
"2817",10.34907487
"2818",11.47972551
"2819",8.419136944
"2820",12.00705967
"2821",7.252906717
"2822",11.15578871
"2823",7.027763566
"2824",8.63828814
"2825",7.520952048
"2826",8.578357036
"2827",13.34346052
"2828",12.31901213
"2829",11.03436677
"2830",9.943857899
"2831",10.34594452
"2832",7.690920335
"2833",10.53280804
"2834",6.543430169
"2835",14.42617025
"2836",9.28315402
"2837",11.10565965
"2838",9.472276257
"2839",9.649601471
"2840",8.702904578
"2841",12.11645374
"2842",4.824114396
"2843",12.61472729
"2844",9.500354634
"2845",11.10022116
"2846",9.614787405
"2847",10.36801598
"2848",8.059063568
"2849",11.50146488
"2850",7.121458553
"2851",8.15278371
"2852",9.814606934
"2853",9.123484958
"2854",8.390071851
"2855",10.59585058
"2856",8.452370354
"2857",7.457791744
"2858",11.10082587
"2859",6.061147337
"2860",10.75320009
"2861",9.005679345
"2862",9.480704942
"2863",9.605389267
"2864",11.42786125
"2865",9.323067242
"2866",12.16088738
"2867",3.695512915
"2868",8.684855655
"2869",9.225031272
"2870",10.41476488
"2871",10.12583977
"2872",10.42605007
"2873",12.24121435
"2874",9.225695948
"2875",9.215559688
"2876",10.91961843
"2877",8.854066614
"2878",13.23297563
"2879",9.371459335
"2880",13.24295248
"2881",8.370332184
"2882",11.80812385
"2883",9.161154729
"2884",8.609177394
"2885",11.1743359
"2886",8.847924281
"2887",9.79492071
"2888",13.27978522
"2889",9.447488526
"2890",10.08708613
"2891",8.327253756
"2892",8.470551326
"2893",9.970670838
"2894",9.459993821
"2895",5.81061642
"2896",6.688390193
"2897",10.48962077
"2898",9.842233368
"2899",11.57672727
"2900",10.02524146
"2901",4.635300477
"2902",7.400472273
"2903",8.8100989
"2904",10.77436534
"2905",7.646326741
"2906",8.930650533
"2907",6.47411584
"2908",8.68657432
"2909",8.893663985
"2910",7.62562577
"2911",11.01905519
"2912",10.79565774
"2913",10.3977972
"2914",13.1501112
"2915",10.52333382
"2916",12.91378194
"2917",12.81781936
"2918",7.792503325
"2919",9.261332736
"2920",11.67074821
"2921",5.812461497
"2922",10.01624717
"2923",12.226739
"2924",10.88625994
"2925",10.54322017
"2926",12.70239547
"2927",13.35408441
"2928",10.99110643
"2929",8.219932537
"2930",8.901172105
"2931",11.00151203
"2932",9.325889935
"2933",7.90600496
"2934",9.105221268
"2935",10.29710358
"2936",12.12376675
"2937",12.60794457
"2938",9.547641122
"2939",11.23669899
"2940",11.12597874
"2941",10.52091309
"2942",9.418117184
"2943",12.89061846
"2944",9.323931839
"2945",9.76247245
"2946",10.35737264
"2947",6.257350874
"2948",9.279558372
"2949",8.77455262
"2950",10.03789674
"2951",11.76556317
"2952",10.43034535
"2953",10.47402444
"2954",7.702555987
"2955",11.29148802
"2956",9.190249977
"2957",7.989187626
"2958",6.884392601
"2959",7.602630955
"2960",9.977652503
"2961",13.3079819
"2962",14.71958101
"2963",7.807113357
"2964",9.017641447
"2965",8.738587401
"2966",10.52541129
"2967",10.85343404
"2968",8.698273246
"2969",13.31966111
"2970",10.58300527
"2971",10.75280388
"2972",8.008951194
"2973",11.32102478
"2974",10.01809252
"2975",12.27885176
"2976",10.4223597
"2977",8.414307929
"2978",11.81189738
"2979",8.248802396
"2980",11.45030177
"2981",4.089516305
"2982",5.188955385
"2983",10.66656165
"2984",11.47532367
"2985",8.060290456
"2986",9.414415028
"2987",8.034961141
"2988",5.615869454
"2989",12.3864935
"2990",7.597512362
"2991",8.871228364
"2992",9.862863639
"2993",10.21194261
"2994",10.32605298
"2995",8.253690597
"2996",12.52474467
"2997",8.470680245
"2998",11.35572649
"2999",8.947789456
"3000",8.764553927
"3001",10.85580241
"3002",8.465079255
"3003",11.36500052
"3004",7.617733436
"3005",7.558834419
"3006",9.856314809
"3007",7.367037203
"3008",7.765645281
"3009",11.80695567
"3010",8.739292091
"3011",7.444850206
"3012",11.73092992
"3013",10.9697844
"3014",9.53167687
"3015",7.851727977
"3016",8.594467271
"3017",9.710873426
"3018",8.200946473
"3019",10.1262351
"3020",8.269198189
"3021",8.286268588
"3022",9.580478625
"3023",8.668243635
"3024",10.96107563
"3025",7.968038022
"3026",10.9905661
"3027",13.26094501
"3028",8.127599577
"3029",12.40815403
"3030",8.761767685
"3031",8.722649563
"3032",10.22539856
"3033",12.99570009
"3034",7.734714898
"3035",6.398826393
"3036",6.993893307
"3037",8.867078226
"3038",9.238699009
"3039",6.693117675
"3040",6.982716702
"3041",10.16528936
"3042",11.81001836
"3043",9.086662575
"3044",6.596574645
"3045",8.291073817
"3046",9.597572902
"3047",8.684383431
"3048",7.915880662
"3049",10.46178677
"3050",11.50535691
"3051",7.757230287
"3052",11.74587765
"3053",11.78917918
"3054",10.66904383
"3055",9.616637719
"3056",10.55348585
"3057",7.474077114
"3058",10.64623679
"3059",9.450764533
"3060",9.121007548
"3061",7.62175848
"3062",10.96369874
"3063",8.911711308
"3064",7.454995701
"3065",11.15216979
"3066",7.390026427
"3067",9.898889507
"3068",9.536763245
"3069",11.24517953
"3070",3.744520182
"3071",9.667745658
"3072",11.17438358
"3073",12.71737546
"3074",9.268044734
"3075",11.28826829
"3076",7.340732874
"3077",11.19303141
"3078",8.692582182
"3079",9.770890396
"3080",9.564090323
"3081",5.861101856
"3082",7.97843409
"3083",10.9254989
"3084",8.250737311
"3085",7.055632823
"3086",11.61291561
"3087",9.581972365
"3088",8.102546809
"3089",5.960412892
"3090",12.50846751
"3091",9.160787838
"3092",10.89835518
"3093",12.31034997
"3094",4.893500259
"3095",9.694645855
"3096",9.997563795
"3097",8.343500091
"3098",10.08806137
"3099",8.968601433
"3100",6.334042277
"3101",8.39127342
"3102",8.617720783
"3103",8.957508076
"3104",10.02080499
"3105",7.184317766
"3106",7.555768507
"3107",5.506843833
"3108",7.814127061
"3109",7.569532691
"3110",10.28767729
"3111",9.42437517
"3112",10.42234376
"3113",5.875831359
"3114",9.043662166
"3115",9.666333801
"3116",8.240284914
"3117",5.23251656
"3118",11.7211766
"3119",9.154757693
"3120",10.6971211
"3121",5.580359643
"3122",8.898787621
"3123",11.06572017
"3124",9.080843083
"3125",9.80834502
"3126",8.988288747
"3127",10.87773115
"3128",9.987767039
"3129",7.412606803
"3130",13.22027261
"3131",7.393828297
"3132",9.180139278
"3133",6.832802743
"3134",8.689696773
"3135",11.07134226
"3136",8.886446109
"3137",10.63268998
"3138",12.29367274
"3139",5.673149567
"3140",4.181251528
"3141",9.310165757
"3142",12.15174226
"3143",8.21083629
"3144",11.5558842
"3145",11.66370637
"3146",11.29904125
"3147",8.428705357
"3148",7.179756463
"3149",11.83705593
"3150",7.594219725
"3151",10.307572
"3152",11.51081893
"3153",7.445549656
"3154",6.655407899
"3155",7.310092881
"3156",7.195501371
"3157",6.239112069
"3158",8.112576005
"3159",7.335790236
"3160",8.40287998
"3161",6.937465498
"3162",7.636023619
"3163",13.52782858
"3164",10.38299528
"3165",7.91837079
"3166",8.953847149
"3167",10.00925721
"3168",6.977066778
"3169",9.654838662
"3170",10.74233922
"3171",9.414212538
"3172",12.21945601
"3173",12.62878775
"3174",7.783116581
"3175",9.657408944
"3176",9.172429989
"3177",11.51172152
"3178",9.292175864
"3179",6.190559492
"3180",7.868819854
"3181",12.86127972
"3182",8.170324644
"3183",11.86479977
"3184",10.03710246
"3185",7.433284402
"3186",7.743189813
"3187",8.632298828
"3188",12.73335384
"3189",9.492085992
"3190",11.41516847
"3191",8.223929136
"3192",9.038262684
"3193",7.741847895
"3194",6.571109413
"3195",9.887885752
"3196",10.87189166
"3197",7.504695937
"3198",8.701859078
"3199",11.64613896
"3200",10.99008609
"3201",11.52291019
"3202",8.972234394
"3203",7.250422929
"3204",9.974647881
"3205",9.087928269
"3206",8.555687745
"3207",7.273261626
"3208",9.10488473
"3209",6.560481989
"3210",3.772870517
"3211",7.036374073
"3212",10.23383473
"3213",8.227109867
"3214",12.47998295
"3215",8.478500257
"3216",7.518609542
"3217",6.91182274
"3218",7.67513919
"3219",12.32417694
"3220",12.29949997
"3221",11.93920625
"3222",11.20579064
"3223",6.533500837
"3224",7.588580777
"3225",7.993539676
"3226",9.781401155
"3227",11.60438069
"3228",7.82208107
"3229",8.512384237
"3230",14.47733439
"3231",9.158769333
"3232",12.64231419
"3233",10.60647044
"3234",10.36356663
"3235",10.45648314
"3236",6.853614447
"3237",10.34650045
"3238",10.92870412
"3239",10.22142627
"3240",8.219728846
"3241",10.18661584
"3242",11.55300126
"3243",10.28541483
"3244",8.82515208
"3245",8.914231237
"3246",4.635300477
"3247",8.353490624
"3248",10.91902654
"3249",8.496173267
"3250",6.248233103
"3251",5.97549212
"3252",8.918989028
"3253",10.30828962
"3254",11.23955058
"3255",6.346661662
"3256",8.359060421
"3257",6.428255345
"3258",6.605549682
"3259",9.981788284
"3260",9.619200081
"3261",10.52709033
"3262",5.163364323
"3263",8.306666114
"3264",11.53047143
"3265",8.418155643
"3266",9.47954334
"3267",7.334209593
"3268",9.315334381
"3269",5.857352489
"3270",12.1646467
"3271",9.722185798
"3272",12.0758208
"3273",9.172361477
"3274",8.286946695
"3275",7.655350748
"3276",9.689409964
"3277",10.89674914
"3278",9.946614592
"3279",8.22629936
"3280",10.2885849
"3281",9.984818265
"3282",13.23130302
"3283",11.58702758
"3284",12.34950601
"3285",10.28658832
"3286",9.149688498
"3287",8.239049462
"3288",6.775413276
"3289",9.659620469
"3290",9.265703506
"3291",6.673293841
"3292",10.68636693
"3293",13.37157392
"3294",9.701780767
"3295",11.5286043
"3296",3.885863742
"3297",8.610395629
"3298",10.78480584
"3299",10.4202442
"3300",10.43996154
"3301",7.813787776
"3302",7.04252977
"3303",10.60917002
"3304",9.376533146
"3305",4.977173958
"3306",13.40508131
"3307",10.36844703
"3308",7.173250301
"3309",7.724426509
"3310",3.744520182
"3311",8.97132636
"3312",9.118164018
"3313",7.109240493
"3314",8.165319287
"3315",6.977045255
"3316",10.32371129
"3317",14.08137426
"3318",7.778682604
"3319",6.830067939
"3320",10.42300254
"3321",11.57617485
"3322",9.083995318
"3323",8.733144366
"3324",5.358360022
"3325",8.25344583
"3326",9.704180216
"3327",11.12633282
"3328",9.866890817
"3329",10.71836049
"3330",11.5385676
"3331",7.984956875
"3332",9.286940603
"3333",8.161390488
"3334",7.608197726
"3335",9.488808215
"3336",6.810003316
"3337",12.05202734
"3338",11.99314739
"3339",9.477275692
"3340",11.08801342
"3341",10.74915748
"3342",7.281645066
"3343",8.288220322
"3344",10.3444332
"3345",7.950163919
"3346",9.907723884
"3347",10.06762778
"3348",11.66857105
"3349",14.5618808
"3350",8.801036715
"3351",9.080381481
"3352",10.29551399
"3353",8.909944294
"3354",12.33418732
"3355",14.51303903
"3356",9.760565277
"3357",6.696172322
"3358",9.333662084
"3359",4.001410934
"3360",8.865061835
"3361",8.178500444
"3362",12.94479897
"3363",11.15990665
"3364",8.115550817
"3365",11.68872459
"3366",12.32860847
"3367",10.88498401
"3368",4.44228963
"3369",10.98926766
"3370",12.68549994
"3371",12.89081711
"3372",9.601414473
"3373",6.3001309
"3374",12.10978401
"3375",8.257719408
"3376",13.22945206
"3377",8.473126755
"3378",10.71457576
"3379",10.96256822
"3380",10.05436049
"3381",11.71512393
"3382",11.01330459
"3383",7.502270393
"3384",8.160278971
"3385",4.826857552
"3386",12.52462792
"3387",6.486164724
"3388",8.08344332
"3389",8.583311448
"3390",7.596275695
"3391",8.556659381
"3392",8.939583648
"3393",5.535832102
"3394",11.1425116
"3395",9.060304033
"3396",11.06139871
"3397",8.316610222
"3398",7.608341546
"3399",10.98846961
"3400",4.838356818
"3401",11.51425394
"3402",9.155921721
"3403",11.01229303
"3404",8.041981421
"3405",11.45341795
"3406",11.41072917
"3407",9.812756438
"3408",9.263111588
"3409",10.00479918
"3410",12.7909039
"3411",7.561161445
"3412",7.614255391
"3413",10.51759355
"3414",8.484997723
"3415",11.58527004
"3416",12.29033979
"3417",7.331853843
"3418",9.594832008
"3419",9.981045265
"3420",7.427603562
"3421",10.37777752
"3422",9.471640982
"3423",8.271763521
"3424",7.561663954
"3425",7.504053393
"3426",7.854778212
"3427",10.1417013
"3428",9.172892969
"3429",10.00099407
"3430",11.23499214
"3431",9.019386374
"3432",13.62071347
"3433",7.659132529
"3434",7.56107196
"3435",8.425844165
"3436",10.41422424
"3437",8.729100841
"3438",8.32782032
"3439",7.374726605
"3440",6.098302777
"3441",7.55622795
"3442",7.677096191
"3443",10.73812861
"3444",12.49467668
"3445",15.48299651
"3446",10.23690205
"3447",6.629739305
"3448",10.93129944
"3449",11.73450483
"3450",7.133253988
"3451",11.78018862
"3452",10.88295034
"3453",9.425822254
"3454",10.92587381
"3455",9.577912043
"3456",13.6009005
"3457",6.29400171
"3458",6.274036476
"3459",12.55813071
"3460",7.474072903
"3461",8.672998898
"3462",10.89422099
"3463",9.708375226
"3464",13.97406967
"3465",7.61434388
"3466",10.41315291
"3467",10.40855519
"3468",7.580786
"3469",8.622366887
"3470",9.081068784
"3471",8.799307704
"3472",10.91108837
"3473",11.00956726
"3474",8.83758727
"3475",7.354536518
"3476",10.12854225
"3477",9.684551271
"3478",8.089549454
"3479",9.342766912
"3480",7.525144524
"3481",10.70586799
"3482",9.189937217
"3483",6.800235479
"3484",7.132235227
"3485",8.847770502
"3486",8.90387739
"3487",9.078276362
"3488",5.24652174
"3489",11.57883263
"3490",8.938850058
"3491",14.58827277
"3492",6.923361341
"3493",10.02488047
"3494",10.57707722
"3495",10.79043776
"3496",8.284775936
"3497",12.72515055
"3498",10.7871477
"3499",9.995780707
"3500",11.34493362
"3501",11.87694194
"3502",10.37198059
"3503",11.76109425
"3504",6.730102455
"3505",8.22715918
"3506",11.55139671
"3507",8.890019652
"3508",10.81196736
"3509",8.367903449
"3510",9.446955442
"3511",12.76058048
"3512",13.27931259
"3513",13.53994566
"3514",11.18470049
"3515",11.05503836
"3516",11.2547804
"3517",11.23571897
"3518",8.947500042
"3519",10.53501388
"3520",9.922754792
"3521",9.309216022
"3522",10.22545306
"3523",9.448254256
"3524",8.694699813
"3525",10.8983034
"3526",11.82365605
"3527",7.578865359
"3528",11.25364202
"3529",10.99063517
"3530",12.13577373
"3531",10.17106461
"3532",7.693681194
"3533",9.196436883
"3534",10.80285766
"3535",12.66836479
"3536",9.762688212
"3537",10.14531958
"3538",7.291389247
"3539",9.689253096
"3540",14.21157832
"3541",10.30567723
"3542",13.20009383
"3543",6.733581989
"3544",10.10850546
"3545",9.646495873
"3546",10.15966255
"3547",6.285696637
"3548",10.7484866
"3549",10.30181521
"3550",12.38428037
"3551",9.377722802
"3552",6.642121667
"3553",8.349007443
"3554",4.571291443
"3555",8.516850187
"3556",7.207211965
"3557",10.71455482
"3558",8.594708435
"3559",9.966957635
"3560",8.120840327
"3561",14.78802591
"3562",8.871925459
"3563",9.632587737
"3564",7.203714815
"3565",11.18046911
"3566",13.97187405
"3567",7.439038505
"3568",10.44771685
"3569",9.985687094
"3570",9.842869366
"3571",9.844107593
"3572",8.104332422
"3573",12.32244069
"3574",11.74233076
"3575",8.358094137
"3576",6.956811449
"3577",9.217588245
"3578",9.363294871
"3579",8.909059336
"3580",8.75318536
"3581",10.20987404
"3582",6.834705955
"3583",10.44253928
"3584",13.34615608
"3585",7.822507616
"3586",13.86137852
"3587",7.976478596
"3588",10.6838658
"3589",12.73050554
"3590",7.965346013
"3591",8.083113516
"3592",10.4154361
"3593",4.875864394
"3594",9.873202246
"3595",8.713600431
"3596",12.47234003
"3597",12.81701975
"3598",8.670392605
"3599",10.25968505
"3600",11.52629975
"3601",6.050211518
"3602",12.23638235
"3603",9.359404341
"3604",7.735981134
"3605",12.33220592
"3606",8.746947195
"3607",7.173713929
"3608",4.902698163
"3609",9.45600658
"3610",7.583315629
"3611",7.176737492
"3612",7.799879844
"3613",8.224623702
"3614",8.950777338
"3615",9.161394279
"3616",12.407699
"3617",6.027770403
"3618",5.216383836
"3619",12.23725526
"3620",11.01049322
"3621",7.008836699
"3622",9.21379624
"3623",9.616498977
"3624",9.091085452
"3625",9.732426686
"3626",6.71800854
"3627",8.03326379
"3628",6.172538616
"3629",11.681998
"3630",9.193520989
"3631",9.955583745
"3632",7.284800533
"3633",8.968107876
"3634",12.80927518
"3635",10.61503759
"3636",6.311495835
"3637",6.074541757
"3638",8.782155653
"3639",13.0260173
"3640",10.56182649
"3641",10.29961204
"3642",14.36049817
"3643",8.746925261
"3644",8.561643628
"3645",9.712259416
"3646",13.76523537
"3647",7.586684932
"3648",8.589210662
"3649",8.331484196
"3650",6.907212693
"3651",6.195089209
"3652",9.101382439
"3653",8.863786588
"3654",11.19345995
"3655",8.32932648
"3656",12.33664785
"3657",5.912203753
"3658",9.722194661
"3659",11.56793486
"3660",7.424772608
"3661",15.57903537
"3662",8.307887012
"3663",13.04108997
"3664",7.588090907
"3665",14.32242588
"3666",9.992860968
"3667",9.059314771
"3668",12.6914443
"3669",9.793024124
"3670",10.24085123
"3671",7.599814668
"3672",10.47048463
"3673",8.346269341
"3674",9.177086681
"3675",8.570639772
"3676",12.10437949
"3677",10.8738606
"3678",9.869846
"3679",6.447643555
"3680",16.19297723
"3681",8.501897965
"3682",5.791349308
"3683",10.33794031
"3684",7.902278163
"3685",8.075569654
"3686",10.28477903
"3687",10.07163533
"3688",8.463224206
"3689",9.603229734
"3690",8.073110522
"3691",12.11721889
"3692",11.87184462
"3693",10.06570878
"3694",11.47332009
"3695",11.74438121
"3696",9.568703426
"3697",9.082239561
"3698",13.62335791
"3699",13.15078959
"3700",8.735997949
"3701",9.058761516
"3702",5.020809687
"3703",9.390142257
"3704",6.857936975
"3705",6.892991305
"3706",8.827073357
"3707",9.727344316
"3708",12.24369339
"3709",12.09589408
"3710",11.38549665
"3711",10.18993449
"3712",7.105698037
"3713",8.86803953
"3714",7.92797882
"3715",5.752901281
"3716",13.16353587
"3717",5.766977738
"3718",13.48265645
"3719",9.060037507
"3720",9.272730595
"3721",5.316890723
"3722",12.31345178
"3723",13.21081422
"3724",8.512224399
"3725",8.415719404
"3726",10.65755073
"3727",8.309896667
"3728",10.76737476
"3729",10.85284177
"3730",7.322042145
"3731",7.287588876
"3732",10.39147906
"3733",10.36862967
"3734",8.046348599
"3735",8.879328401
"3736",13.36443098
"3737",7.311336842
"3738",7.964915503
"3739",10.94419595
"3740",11.99610131
"3741",9.548166788
"3742",10.34687626
"3743",9.01993199
"3744",10.16489097
"3745",9.940414547
"3746",8.365101478
"3747",6.824696201
"3748",7.775667701
"3749",10.67984477
"3750",4.153857545
"3751",9.078729772
"3752",12.77730563
"3753",9.523940678
"3754",6.674503219
"3755",7.890836652
"3756",9.794819559
"3757",8.921749791
"3758",5.261620966
"3759",8.760961047
"3760",9.513317816
"3761",10.30008248
"3762",8.624642753
"3763",9.957235252
"3764",6.673865877
"3765",7.536527537
"3766",8.596345792
"3767",9.171589829
"3768",10.64352365
"3769",9.994494339
"3770",13.93605604
"3771",9.077032552
"3772",11.68107867
"3773",9.147490618
"3774",10.01103253
"3775",9.730851111
"3776",8.814116035
"3777",6.693028884
"3778",6.219454885
"3779",11.47948765
"3780",7.282684931
"3781",11.71966766
"3782",12.72271015
"3783",7.281775081
"3784",13.48014274
"3785",11.11384323
"3786",9.634873561
"3787",10.35674378
"3788",4.52633146
"3789",6.375664962
"3790",13.62470934
"3791",7.829377103
"3792",7.600585337
"3793",5.45464967
"3794",10.04467799
"3795",10.17492362
"3796",10.65054433
"3797",12.04858659
"3798",9.763831063
"3799",7.494485171
"3800",11.98223944
"3801",9.001773082
"3802",9.023868398
"3803",13.47339305
"3804",6.319009545
"3805",10.69529279
"3806",11.12481416
"3807",7.775237826
"3808",9.628972556
"3809",9.876041755
"3810",6.985460962
"3811",10.08793574
"3812",7.839634359
"3813",10.15789606
"3814",6.060318372
"3815",9.283700058
"3816",9.099743577
"3817",10.17861582
"3818",9.479552973
"3819",10.38870481
"3820",8.127942273
"3821",7.688630541
"3822",10.64275799
"3823",12.29453604
"3824",8.646406247
"3825",7.79395172
"3826",8.523661121
"3827",10.70689141
"3828",8.623836078
"3829",8.812721706
"3830",10.2575058
"3831",6.357714241
"3832",9.440967735
"3833",12.32162196
"3834",9.232636541
"3835",8.943811316
"3836",5.895400564
"3837",10.81373302
"3838",9.302079984
"3839",13.1069285
"3840",8.774996716
"3841",12.57669345
"3842",5.318178596
"3843",7.922518395
"3844",10.47258063
"3845",9.36182932
"3846",12.69879486
"3847",10.83087995
"3848",12.29306672
"3849",9.912622396
"3850",10.54919304
"3851",6.972820922
"3852",8.601035813
"3853",8.117579056
"3854",8.564131142
"3855",9.802271605
"3856",9.007063467
"3857",10.48392391
"3858",8.894238624
"3859",7.913161565
"3860",8.764148551
"3861",8.925359709
"3862",6.376632847
"3863",8.131390346
"3864",8.829434087
"3865",8.594825669
"3866",11.4143799
"3867",7.847699697
"3868",10.7034481
"3869",7.82350931
"3870",10.97007456
"3871",5.869783183
"3872",11.81296126
"3873",6.475173116
"3874",8.578794696
"3875",8.423744301
"3876",9.836859635
"3877",9.914043442
"3878",8.101591905
"3879",6.199993553
"3880",8.906657634
"3881",9.951294645
"3882",9.351791804
"3883",7.639783451
"3884",10.17849573
"3885",13.1194027
"3886",8.204030731
"3887",7.553394695
"3888",11.90310866
"3889",10.42509287
"3890",9.20710913
"3891",9.140180814
"3892",7.611680022
"3893",7.930789865
"3894",6.858639281
"3895",5.688964214
"3896",12.66641133
"3897",9.188311966
"3898",9.932260827
"3899",7.429929231
"3900",6.71405543
"3901",9.850685947
"3902",9.463028431
"3903",7.785965858
"3904",9.31302608
"3905",6.345739813
"3906",10.45531015
"3907",7.978802907
"3908",11.63987425
"3909",10.39798728
"3910",10.01636925
"3911",7.21654541
"3912",7.981246055
"3913",9.631009544
"3914",10.2289594
"3915",9.893078293
"3916",12.13245798
"3917",11.83206133
"3918",5.776877917
"3919",9.140715562
"3920",8.558328635
"3921",6.38307089
"3922",9.316215225
"3923",10.82510974
"3924",9.809630203
"3925",7.806640445
"3926",8.150233015
"3927",10.24883944
"3928",9.171319513
"3929",6.848852862
"3930",12.94587529
"3931",9.846407624
"3932",12.15127863
"3933",13.05866156
"3934",6.248127084
"3935",10.71877167
"3936",8.393094891
"3937",9.071046495
"3938",8.937216381
"3939",10.92892249
"3940",10.0187736
"3941",7.919205246
"3942",7.143683828
"3943",10.38535232
"3944",6.029084915
"3945",11.38922813
"3946",8.618723984
"3947",12.2693986
"3948",9.967857806
"3949",7.638371641
"3950",9.281189162
"3951",8.262981774
"3952",12.14195149
"3953",9.650685204
"3954",7.863795464
"3955",12.27609601
"3956",10.40474803
"3957",9.767096913
"3958",9.986641002
"3959",12.36466062
"3960",8.905227887
"3961",10.20132655
